species,Family_name,Subfamily,Genus_name,Species_name,male_wing,winged,wingless,MonoHeteroecious,MonoPolyphagous,AntTended,PlantType,herbacious,woody
Aphididae_Rhopalosiphum_padi,Aphididae,,Rhopalosiphum,padi,0,1,0,1,1,NA,NA,NA,NA
Aphididae_Rhopalosiphum_rufiabdominalis,Aphididae,,Rhopalosiphum,rufiabdominalis,NA,NA,NA,1,1,NA,NA,NA,NA
Aphididae_Schizaphis_rotundiventris,Aphididae,,Schizaphis,rotundiventris,0,1,0,1,1,NA,2,0,1
Aphididae_Utamphorophora_humboldti,Aphididae,,Utamphorophora,humboldti,0,1,0,1,1,NA,NA,NA,NA
Aphididae_Wahlgreniella_nervata,Aphididae,,Wahlgreniella,nervata,NA,NA,NA,1,1,NA,NA,NA,NA
Pemphigidae_Asiphonella_dactylonii,Pemphigidae,,Asiphonella,dactylonii,2,0,1,1,1,NA,NA,NA,NA
Pemphigidae_Mordvilkoja_vagabunda,Pemphigidae,,Mordvilkoja,vagabunda,2,0,1,1,1,NA,NA,NA,NA
Anoeciidae_Anoecia_cornicola,Anoeciidae,Anoeciinae,Anoecia,cornicola,2,0,1,NA,1,NA,NA,NA,NA
Anoeciidae_Anoecia_fulviabdominalis,Anoeciidae,Anoeciinae,Anoecia,fulviabdominalis,NA,NA,NA,NA,1,NA,NA,NA,NA
Aphididae_Asiphonaphis_pruni,Aphididae,Eriosomatinae,Asiphonaphis,pruni,2,0,1,NA,0,NA,2,0,1
Asteraceae_Schlechtendalia_chinensis,Asteraceae,Eriosomatinae,Schlechtendalia,chinensis,2,0,1,NA,1,NA,NA,NA,NA
Asteraceae_Schlechtendalia_peitan,Asteraceae,Eriosomatinae,Schlechtendalia,peitan,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Aploneura_lentisci,Pemphigidae,Eriosomatinae,Aploneura,lentisci,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Baizongia_pistaciae,Pemphigidae,Eriosomatinae,Baizongia,pistaciae,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Clydesmithia_canadensis,Pemphigidae,Eriosomatinae,Clydesmithia,canadensis,2,0,1,NA,0,NA,NA,NA,NA
Pemphigidae_Epipemphigus_niisimae,Pemphigidae,Eriosomatinae,Epipemphigus,niisimae,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Forda_formicaria,Pemphigidae,Eriosomatinae,Forda,formicaria,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Forda_marginata,Pemphigidae,Eriosomatinae,Forda,marginata,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Forda_riccobonii,Pemphigidae,Eriosomatinae,Forda,riccobonii,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Geoica_utricularia,Pemphigidae,Eriosomatinae,Geoica,utricularia,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Geoica_wertheimae,Pemphigidae,Eriosomatinae,Geoica,wertheimae,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Geopemphigus_floccosus,Pemphigidae,Eriosomatinae,Geopemphigus,floccosus,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Grylloprociphilus_imbricator,Pemphigidae,Eriosomatinae,Grylloprociphilus,imbricator,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Kaburagia_rhusicola,Pemphigidae,Eriosomatinae,Kaburagia,rhusicola,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Melaphis_rhois,Pemphigidae,Eriosomatinae,Melaphis,rhois,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Neoprociphilus_aceris,Pemphigidae,Eriosomatinae,Neoprociphilus,aceris,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Nurudea_shiraii,Pemphigidae,Eriosomatinae,Nurudea,shiraii,2,0,1,NA,NA,NA,NA,NA,NA
Pemphigidae_Nurudea_yanoniella,Pemphigidae,Eriosomatinae,Nurudea,yanoniella,2,0,1,NA,NA,NA,NA,NA,NA
Pemphigidae_Pachypappa_marsupialis,Pemphigidae,Eriosomatinae,Pachypappa,marsupialis,2,0,1,NA,NA,NA,NA,NA,NA
Pemphigidae_Pachypappa_pseudobyrsa,Pemphigidae,Eriosomatinae,Pachypappa,pseudobyrsa,2,0,1,NA,NA,NA,NA,NA,NA
Pemphigidae_Pachypappa_rosettei,Pemphigidae,Eriosomatinae,Pachypappa,rosettei,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pachypappa_sacculi,Pemphigidae,Eriosomatinae,Pachypappa,sacculi,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Paracletus_cimiciformis,Pemphigidae,Eriosomatinae,Paracletus,cimiciformis,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_betae,Pemphigidae,Eriosomatinae,Pemphigus,betae,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_borealis,Pemphigidae,Eriosomatinae,Pemphigus,borealis,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_bursarius,Pemphigidae,Eriosomatinae,Pemphigus,bursarius,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_matsumurai,Pemphigidae,Eriosomatinae,Pemphigus,matsumurai,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_monophagus,Pemphigidae,Eriosomatinae,Pemphigus,monophagus,2,0,1,NA,0,NA,NA,NA,NA
Pemphigidae_Pemphigus_nortonii,Pemphigidae,Eriosomatinae,Pemphigus,nortonii,2,0,1,NA,NA,NA,NA,NA,NA
Pemphigidae_Pemphigus_obesinymphae,Pemphigidae,Eriosomatinae,Pemphigus,obesinymphae,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_populi,Pemphigidae,Eriosomatinae,Pemphigus,populi,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_populiglobuli,Pemphigidae,Eriosomatinae,Pemphigus,populiglobuli,2,0,1,NA,NA,NA,NA,NA,NA
Pemphigidae_Pemphigus_populiramulorum,Pemphigidae,Eriosomatinae,Pemphigus,populiramulorum,2,0,1,NA,NA,NA,NA,NA,NA
Pemphigidae_Pemphigus_populitransversus,Pemphigidae,Eriosomatinae,Pemphigus,populitransversus,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_populivenae,Pemphigidae,Eriosomatinae,Pemphigus,populivenae,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Pemphigus_spyrothecae,Pemphigidae,Eriosomatinae,Pemphigus,spyrothecae,2,0,1,NA,0,NA,NA,NA,NA
Pemphigidae_Prociphilus_americanus,Pemphigidae,Eriosomatinae,Prociphilus,americanus,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Prociphilus_caryae,Pemphigidae,Eriosomatinae,Prociphilus,caryae,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Prociphilus_fraxinifolii,Pemphigidae,Eriosomatinae,Prociphilus,fraxinifolii,2,0,1,NA,0,NA,NA,NA,NA
Pemphigidae_Prociphilus_pini,Pemphigidae,Eriosomatinae,Prociphilus,pini,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Prociphilus_tessellatus,Pemphigidae,Eriosomatinae,Prociphilus,tessellatus,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Prociphilus_xylostei,Pemphigidae,Eriosomatinae,Prociphilus,xylostei,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Slavum_wertheimae,Pemphigidae,Eriosomatinae,Slavum,wertheimae,2,0,1,NA,0,NA,NA,NA,NA
Pemphigidae_Smynthurodes_betae,Pemphigidae,Eriosomatinae,Smynthurodes,betae,2,0,1,NA,1,NA,NA,NA,NA
Pemphigidae_Thecabius_populimonilis,Pemphigidae,Eriosomatinae,Thecabius,populimonilis,2,0,1,NA,0,NA,NA,NA,NA
Pemphigidae_Tiliphagus_lycoposugus,Pemphigidae,Eriosomatinae,Tiliphagus,lycoposugus,2,0,1,NA,1,NA,NA,NA,NA
Aphididae_Quadrartus_yoshinomiyai,Aphididae,Hormaphidinae,Quadrartus,yoshinomiyai,NA,NA,NA,NA,1,NA,NA,NA,NA
Hormaphididae_Astegopteryx_bambucifoliae,Hormaphididae,Hormaphidinae,Astegopteryx,bambucifoliae,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Astegopteryx_basalis,Hormaphididae,Hormaphidinae,Astegopteryx,basalis,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Astegopteryx_formosana,Hormaphididae,Hormaphidinae,Astegopteryx,formosana,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Astegopteryx_malaccensis,Hormaphididae,Hormaphidinae,Astegopteryx,malaccensis,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Cerataphis_bambusifoliae,Hormaphididae,Hormaphidinae,Cerataphis,bambusifoliae,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Cerataphis_brasiliensis,Hormaphididae,Hormaphidinae,Cerataphis,brasiliensis,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Cerataphis_jamuritsu,Hormaphididae,Hormaphidinae,Cerataphis,jamuritsu,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Cerataphis_vandermeermohri,Hormaphididae,Hormaphidinae,Cerataphis,vandermeermohri,2,0,1,NA,NA,NA,NA,NA,NA
Hormaphididae_Ceratoglyphina_bambusae,Hormaphididae,Hormaphidinae,Ceratoglyphina,bambusae,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Ceratoglyphina_roepkei,Hormaphididae,Hormaphidinae,Ceratoglyphina,roepkei,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Ceratoglyphina_styracicola,Hormaphididae,Hormaphidinae,Ceratoglyphina,styracicola,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Ceratovacuna_japonica,Hormaphididae,Hormaphidinae,Ceratovacuna,japonica,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Ceratovacuna_lanigera,Hormaphididae,Hormaphidinae,Ceratovacuna,lanigera,NA,NA,NA,NA,0,NA,NA,NA,NA
Hormaphididae_Ceratovacuna_nekoashi,Hormaphididae,Hormaphidinae,Ceratovacuna,nekoashi,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Hamamelistes_betulinus,Hormaphididae,Hormaphidinae,Hamamelistes,betulinus,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Hamamelistes_kagamii,Hormaphididae,Hormaphidinae,Hamamelistes,kagamii,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Hamamelistes_miyabei,Hormaphididae,Hormaphidinae,Hamamelistes,miyabei,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Hamamelistes_spinosus,Hormaphididae,Hormaphidinae,Hamamelistes,spinosus,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Hormaphis_betulae,Hormaphididae,Hormaphidinae,Hormaphis,betulae,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Hormaphis_cornu,Hormaphididae,Hormaphidinae,Hormaphis,cornu,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Hormaphis_hamamelidis,Hormaphididae,Hormaphidinae,Hormaphis,hamamelidis,2,0,1,NA,0,NA,NA,NA,NA
Hormaphididae_Neohormaphis_wuyiensis,Hormaphididae,Hormaphidinae,Neohormaphis,wuyiensis,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Nipponaphis_distychii,Hormaphididae,Hormaphidinae,Nipponaphis,distychii,2,0,1,NA,NA,NA,NA,NA,NA
Hormaphididae_Nipponaphis_distyliicola,Hormaphididae,Hormaphidinae,Nipponaphis,distyliicola,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Nipponaphis_monzeni,Hormaphididae,Hormaphidinae,Nipponaphis,monzeni,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Pseudoregma_bambucicola,Hormaphididae,Hormaphidinae,Pseudoregma,bambucicola,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Pseudoregma_koshunensis,Hormaphididae,Hormaphidinae,Pseudoregma,koshunensis,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Pseudoregma_panicola,Hormaphididae,Hormaphidinae,Pseudoregma,panicola,NA,NA,NA,NA,0,NA,NA,NA,NA
Hormaphididae_Pseudoregma_sundanica,Hormaphididae,Hormaphidinae,Pseudoregma,sundanica,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Tuberaphis_coreana,Hormaphididae,Hormaphidinae,Tuberaphis,coreana,2,0,1,NA,1,NA,NA,NA,NA
Hormaphididae_Tuberaphis_leeuweni,Hormaphididae,Hormaphidinae,Tuberaphis,leeuweni,2,0,1,NA,0,NA,NA,NA,NA
Hormaphididae_Tuberaphis_styraci,Hormaphididae,Hormaphidinae,Tuberaphis,styraci,2,0,1,NA,0,NA,NA,NA,NA
Hormaphididae_Tuberaphis_sumatrana,Hormaphididae,Hormaphidinae,Tuberaphis,sumatrana,2,0,1,NA,NA,NA,NA,NA,NA
Hormaphididae_Tuberaphis_takenouchii,Hormaphididae,Hormaphidinae,Tuberaphis,takenouchii,2,0,1,NA,1,NA,NA,NA,NA
